age,gender,job_role,province,salary,is_married,is_hereditary,weight,height,shampoo,is_smoker,education,stress,bald_prob
45,0,0,26,9825320.921745352,1,0,59.72037413966622,180.7580278032169,0,1,0,8,Likely
31,1,1,5,3492922.667458104,1,1,48.87281133586837,156.92616882421598,0,1,0,10,More Likely
22,1,1,20,5020735.48657321,1,0,48.2733830944822,157.13226532619424,4,1,0,2,Likely
35,0,1,3,5401026.446176099,1,0,55.92332860336717,171.28997312131258,0,1,5,10,Likely
36,0,1,32,3877686.4441998233,1,1,52.63663832450342,167.50366184020356,2,1,3,6,More Likely
47,1,0,13,9040500.685966885,1,1,50.42035972373246,163.3056226240034,3,0,0,1,Likely
60,1,1,27,22338926.25549756,1,0,61.36521368030094,159.44188803310678,2,1,0,3,More Likely
30,0,1,5,4227939.372998502,1,0,67.59698273630748,175.6462751794991,2,1,5,1,Likely
43,1,1,23,9149203.7884278,1,0,51.7021957242454,184.78053937571192,2,1,0,6,More Likely
27,0,1,2,6112272.786150734,1,0,51.61169450127453,158.2075683605226,3,1,0,10,Likely
46,1,0,15,5759806.686753839,1,1,42.16910076556675,184.5813323124156,4,1,5,1,Likely
35,1,1,21,8167134.555461666,1,0,57.88148788778253,139.77943342445383,3,1,0,10,More Likely
37,0,1,22,9877680.919686737,1,0,62.47341257001038,171.0937342167883,0,0,0,2,Less Likely
51,1,0,25,8853154.30622331,1,0,55.0077093452409,154.7533244750249,3,0,5,2,Likely
58,1,0,9,14771345.775603443,1,0,48.91779778426879,163.18726633481606,0,0,0,9,More Likely
29,1,0,9,7263489.193294889,1,0,70.2745581723464,142.13528279118702,3,1,4,4,Likely
31,1,0,12,5287228.515598532,1,0,57.979539565310326,165.29346169188958,0,0,0,4,Likely
39,0,1,9,9788604.486327704,1,0,58.18291410944445,159.64012256220292,4,1,5,1,Likely
40,1,0,11,10650673.067699866,1,0,58.3758013805988,147.32995577788353,4,0,5,9,Likely
48,0,0,21,9489122.131609457,1,1,52.08994439557927,158.7597850151523,4,1,0,6,More Likely
49,0,1,19,8114908.732874897,1,0,52.58069464498962,165.08439275209625,0,1,5,5,More Likely
37,1,2,31,10344902.360902503,1,1,72.42889809776347,161.82575848702294,1,1,0,2,More Likely
39,1,1,23,14650383.17656494,1,0,63.67654743013704,177.8250498062425,0,1,0,8,Likely
40,0,0,14,10124248.790340949,1,0,41.38029644132827,173.11730342815085,2,1,0,3,Likely
56,1,1,9,13771009.149673143,1,1,47.42043205667409,166.90138463907945,1,1,0,3,More Likely
45,1,0,23,9736043.492675789,1,0,54.84428871417019,170.19678547424107,0,1,5,3,Likely
37,0,0,17,15222876.914498674,1,0,57.60534178101605,176.94247755736455,3,1,3,3,Less Likely
33,0,1,11,3855959.239466247,1,1,44.65071522375161,167.7315830138057,2,1,5,5,More Likely
42,1,1,27,4638264.50067812,1,0,44.065827839733615,159.46250337453384,2,1,5,3,Likely
45,0,0,5,42972549.679368064,1,1,55.11294103971459,165.42289220756865,3,0,0,4,More Likely
40,1,0,27,8214986.748438948,1,0,75.4139175817545,186.20627661063,2,1,2,3,Likely
46,1,1,31,5126589.220144758,1,0,52.42715371296778,157.12125558844005,4,1,5,3,More Likely
40,0,1,16,8032566.610262978,1,0,49.72975448206251,141.57694669477507,2,1,0,5,Likely
41,0,1,7,15715133.256279957,1,0,47.10356584716708,145.4132882493804,2,1,1,9,More Likely
37,1,0,32,6089366.405526635,1,0,52.18944631254302,147.082997619096,3,0,3,10,Likely
39,1,0,4,11100313.93028848,1,0,56.29843788340165,158.1990642068699,1,0,4,6,Likely
41,0,1,2,5711269.437830192,1,0,57.42745936241525,170.26613065128993,2,0,0,10,Likely
35,0,0,13,12219596.64682589,1,0,63.69494315631266,189.8725787833989,4,1,4,1,Less Likely
21,1,0,8,14246975.503913475,1,0,57.5493139680689,151.79269122104165,1,1,0,10,Likely
41,1,0,22,5388393.475068303,1,0,78.0822790669272,175.6027865827628,3,0,5,2,Likely
37,1,0,31,9421145.03100982,1,0,45.63171052798255,185.2976389733928,4,1,5,10,Likely
46,1,0,21,5630115.259184493,1,0,62.07495521121947,173.1617147816212,4,1,0,2,Likely
44,0,0,9,7481312.1324525615,1,1,54.09497417791296,158.69136024378955,4,1,0,9,More Likely
37,0,1,18,8651416.576647568,1,0,49.51822215571604,172.79296539254472,1,0,0,10,Likely
36,1,1,10,8885425.337685406,1,0,47.260049272589896,177.19547053637174,1,0,0,3,Likely
48,1,1,9,6120445.420877055,1,0,53.81422006511082,172.61027101000474,0,0,0,4,Likely
43,1,1,17,11752018.276301067,1,1,52.0557498241308,164.99360783778866,2,1,3,1,More Likely
32,1,0,32,5995208.64626626,1,0,52.128822283995824,177.533075167508,4,0,0,7,Likely
49,1,2,33,6003939.485802825,1,0,47.44514752620134,161.01795176383695,1,1,0,2,More Likely
47,1,1,6,5691662.010696296,1,0,56.67506193553254,166.48115480092557,4,1,5,10,More Likely
33,1,1,17,11847015.277523257,1,0,52.80437994363734,170.25936182247682,1,0,0,2,Likely
39,0,1,21,13572156.000581006,1,0,59.19136257680124,181.8738853080849,2,0,5,6,Likely
44,1,0,26,9875318.58792204,1,0,73.55312220703024,174.55103103158189,1,0,0,9,Likely
57,1,0,28,4541896.080500308,1,0,55.60113537385463,179.82928442197434,4,1,0,8,More Likely
57,0,1,32,5597703.376370389,1,0,57.30657509013788,173.2639706056607,0,1,2,4,More Likely
45,1,0,22,15849534.70875025,1,0,50.46728290115437,169.59320113897832,1,1,4,5,Likely
52,1,0,3,7776867.542734821,1,0,54.61404169592517,150.04425326561372,0,1,3,5,More Likely
28,0,0,26,20249441.459022462,1,0,62.87497202940693,167.94317414761844,4,1,0,8,Likely
30,0,0,9,8219158.958106247,1,1,46.7569927108338,155.64013872703305,0,0,3,6,Likely
31,1,1,9,8589621.82610606,1,0,47.69721584937884,160.4941728560563,3,0,3,4,Likely
35,1,0,24,8455900.925878506,1,0,58.03738543862145,174.94973965778425,2,1,5,4,Likely
49,1,1,33,6945624.776837256,1,0,48.065454074788185,167.21148801239798,3,0,0,6,Likely
31,1,0,29,7327861.482222022,1,0,50.05983917825495,152.95502855720815,4,0,3,9,Likely
29,1,0,1,15349851.561097275,1,0,61.65469880295415,172.3481502739507,3,1,0,5,Likely
44,1,0,10,7560422.906800494,1,1,51.00125320609882,174.36729972209062,2,1,0,3,More Likely
36,0,0,26,8110916.410606334,1,0,57.82010220322768,153.94651797789913,4,1,5,6,Likely
31,1,1,30,13126373.040130174,1,0,61.578971238796456,175.11276791038327,0,1,0,2,Likely
47,0,2,32,4406118.841863615,1,0,46.37531956062212,180.23883724005464,0,1,0,3,More Likely
32,1,0,1,7893699.576605743,1,0,57.25900058005502,178.84503365556384,4,1,0,8,Likely
57,1,0,13,9146427.140771728,1,0,50.983042332953374,159.93380323680407,2,1,0,2,Likely
44,1,1,0,5177060.198933,1,0,55.29341007776077,145.20480610013718,2,0,0,7,More Likely
55,0,2,15,12603441.23403016,1,1,50.24750490722459,175.70543961881634,4,0,5,8,More Likely
17,0,0,11,9998737.018151002,0,0,50.987996013543096,154.3496189188543,0,0,4,3,Less Likely
55,0,1,11,10427239.211306125,1,1,63.91805491465345,143.70718895003756,0,0,1,2,More Likely
37,0,1,8,9037419.734886684,1,0,45.35981227215416,163.87061313914046,4,0,4,8,Likely
47,0,0,11,20089398.15682629,1,0,45.3119683031498,155.48351924568374,4,0,0,10,Likely
28,1,0,27,1706443.186708401,1,0,50.68945034792733,159.072625964657,2,0,5,9,Likely
46,1,0,14,6492151.583415923,1,1,45.69461164946648,148.48480585311063,3,1,5,4,More Likely
18,0,1,8,4617914.792582357,0,0,52.72900602239356,185.2027096287337,0,0,1,5,Less Likely
63,1,0,0,6093914.254267112,1,1,49.12800299190366,177.43649357874096,2,0,0,1,More Likely
29,0,0,30,11291818.553980192,1,0,50.592599201591725,169.5074057393884,0,0,0,8,Likely
45,1,1,17,5155314.847337769,1,1,56.767191435269325,150.4348267629588,2,0,5,7,More Likely
37,1,1,26,5556242.122441139,1,1,48.36911985167638,160.2373218477842,4,0,0,1,Likely
38,1,1,27,16186769.381303914,1,0,56.72859174336877,163.41029625812894,0,0,5,7,Likely
40,0,1,29,5159132.311803725,1,0,65.84005030138785,180.1786478730268,1,0,0,4,Less Likely
40,1,1,19,6849703.977861566,1,0,63.74350472141499,174.63336714151762,3,0,0,7,Likely
42,1,1,6,18743379.70194832,1,0,56.607482234643896,167.15604141775958,0,0,0,5,Likely
37,1,1,23,8099919.035282111,1,0,64.48266309408628,190.78110787630803,1,1,5,9,More Likely
33,1,0,15,7790346.774494452,1,0,75.22459227460962,178.0635034146287,1,0,0,7,Likely
33,1,1,18,5696751.741162293,1,0,67.60706385182425,195.46592440253207,3,1,1,5,Likely
42,1,0,0,12543424.174200997,1,0,52.13073748324148,163.76066408793068,2,1,5,9,More Likely
36,1,1,18,4500645.058258192,1,0,51.80111067913299,146.71132898968068,2,0,5,4,Likely
46,1,0,5,14835852.371237151,1,0,59.31493223863371,169.10458682993584,3,0,0,2,Likely
54,0,1,11,5751432.159437307,1,0,72.61026706640043,186.90067480792064,3,0,0,2,Likely
35,0,1,26,7895987.669792276,1,0,61.90610255840684,169.12372590643344,4,0,0,7,Likely
59,1,2,30,3859109.863476414,1,0,53.53929492421639,180.07692100754662,4,1,0,5,More Likely
27,1,0,18,8896218.092758324,1,0,45.74151368477134,156.41946425330246,3,0,5,1,Less Likely
57,1,1,15,13167364.053820835,1,0,49.15771418384966,171.47993960118745,0,1,4,8,More Likely
30,1,1,16,3652431.7591626,1,0,66.68798770201494,174.0254727078427,4,1,0,4,Likely
46,0,1,9,7871573.802006284,1,1,43.67231989749588,172.33403312353295,0,1,0,8,More Likely
48,0,1,13,6136546.509889239,1,0,49.97309828198452,158.11491765317672,1,1,0,7,Likely
31,1,0,4,11453090.956493158,1,1,45.72605631694174,168.0163748222239,3,1,0,3,More Likely
45,0,1,7,6469170.938329346,1,0,51.15323046078131,189.27203042687668,0,1,5,1,Likely
33,1,1,0,12928566.614781326,1,0,63.08791389281424,180.3747438132484,1,0,0,5,Likely
49,1,0,2,9925864.22416909,1,0,66.72435349548776,175.4656444860896,4,0,5,9,Likely
42,1,0,15,10079800.826837769,1,0,53.90992478817038,158.24046705552624,4,0,5,2,Likely
53,0,2,24,8286629.561464675,1,0,55.98608277724064,165.72986567240963,0,0,3,2,More Likely
33,1,0,3,9697860.526437383,1,0,62.69076683092225,155.81210791683603,1,0,4,7,Likely
40,1,1,29,15767050.477148892,1,0,57.483580424821895,150.7408395709014,4,1,5,6,Likely
44,1,0,20,8855042.026919901,1,0,45.94398763875264,152.09762626772482,2,1,3,1,Likely
29,1,0,31,8725037.860788502,1,0,50.90391325664962,164.87795026042932,4,0,0,10,Likely
41,1,1,9,9213172.67990596,1,0,53.10588175951823,168.04122063682743,1,0,2,10,More Likely
42,0,1,28,5556710.320452621,1,0,53.4910789275506,151.83694963094757,2,0,0,1,Likely
38,1,1,26,9932353.840723952,1,1,51.05377860984122,175.9634693777758,2,1,0,5,More Likely
48,1,0,21,5329133.518040715,1,0,72.84072143753752,186.61598926211911,1,0,0,8,Likely
33,1,2,15,14055123.466364903,1,1,73.06140962158429,183.51309989385604,1,0,0,4,More Likely
44,0,1,23,24815123.398574334,1,0,51.68287353231422,161.62202448055837,0,0,0,2,Likely
41,1,0,1,6352215.708233399,1,0,49.30911302581666,172.8136319013621,1,0,5,10,Likely
32,0,1,24,3310360.2765352484,1,1,46.24854317212991,179.3338010157588,3,1,0,1,Likely
52,1,0,33,4636777.71793186,1,0,50.15738013188697,159.70032751532975,0,1,5,2,More Likely
36,0,1,28,5067723.174426311,1,0,53.03364346952686,155.67967341700668,2,1,0,3,Likely
38,1,0,21,8650119.664631642,1,1,57.446070672986,177.016507312022,0,1,2,10,More Likely
44,0,0,33,5033026.489698527,1,0,54.151446217733344,166.99476533785602,4,0,0,1,Less Likely
36,1,1,3,15279184.14214789,1,0,45.861473247141205,139.99272848471026,4,1,5,2,Likely
43,1,0,9,11997018.747508846,1,0,54.18142973597588,163.22032720194576,3,1,0,3,Likely
57,0,0,7,9997774.8837822,1,0,49.991204241289886,181.05066368526204,4,0,3,6,Likely
35,0,1,15,4156977.823854413,1,0,48.18469329898715,153.3687744587474,3,1,0,6,Likely
32,1,1,14,4753044.800339794,1,0,58.10848505263519,179.0694379518064,1,0,0,1,Likely
56,0,0,9,7860343.7335533155,1,0,60.79991935226813,161.83544311697258,3,1,4,2,Likely
36,1,1,6,10368920.479904989,1,0,58.95644506643245,166.5438373060281,4,0,5,6,Likely
30,0,1,20,6532859.143527828,1,1,48.68478769980144,170.73034968792084,1,0,0,8,More Likely
38,0,1,1,9995005.5870104,1,1,64.95789961613505,164.20485889214885,3,1,0,6,More Likely
36,1,0,31,5303872.068270893,1,0,61.57378709376409,174.2139994508467,0,1,5,1,Likely
37,1,0,32,6430071.036064074,1,1,68.07519591642674,177.97942890295593,0,1,0,1,More Likely
25,1,2,4,17152102.819848686,1,0,58.66582717822676,167.37028684818787,1,1,4,2,More Likely
44,1,1,10,7216014.502148562,1,0,42.81765574890177,172.76614169691214,1,1,3,1,Likely
46,1,1,2,6998551.330345635,1,0,54.52272403104486,151.111735372376,4,1,5,3,More Likely
65,1,0,26,9366865.280346058,1,0,55.75382614958316,178.3041048350019,2,1,4,9,More Likely
29,1,1,0,13361918.532340812,1,1,51.3921422305346,164.28140687780888,1,0,0,4,More Likely
51,0,1,29,6774233.278103709,1,0,44.12085157289901,170.17899115671307,1,1,5,2,More Likely
23,1,1,0,3429223.1832584627,1,0,52.12917302025184,161.40129377749298,4,0,0,4,Likely
36,1,2,8,7074917.710121513,1,1,47.884916379962206,152.50368253401228,0,0,3,1,More Likely
38,1,1,17,5750106.077026049,1,0,65.59059187022646,175.78826048654645,4,0,0,3,Likely
49,1,1,25,4854941.603027075,1,0,58.007845532392096,158.02744747007412,3,0,4,8,More Likely
39,1,1,21,11339061.274409564,1,0,44.82076703244757,159.69428248925732,0,0,0,1,Likely
56,0,1,11,24107978.202945296,1,0,48.31945759218864,163.88178146847758,2,1,3,2,More Likely
54,0,0,1,18239020.668511186,1,0,81.93770466834704,164.37471155449754,3,1,3,2,Likely
36,0,1,28,2082753.1809529108,1,0,57.89994235883264,168.07102910430362,0,1,2,5,Likely
11,1,1,22,12363999.733405191,0,0,54.71950963450685,164.13552659113537,3,0,5,2,Likely
29,1,0,13,8844124.276510056,1,0,48.519685614907786,171.18809979344175,4,1,5,5,Likely
31,1,1,0,10390802.829173507,1,0,53.38532850703292,175.35453011228404,0,0,0,5,Likely
35,0,0,1,7023213.21274093,1,1,54.07859464070143,178.8628663938942,4,1,4,6,Likely
43,0,1,16,10939655.256356152,1,0,66.23717790038882,169.04035947637058,1,1,5,7,Likely
50,0,0,22,16098921.05675513,1,0,86.18191745862418,173.6450261784262,1,1,3,8,Likely
29,0,0,30,5979694.663714018,1,0,49.05581333564575,175.5639147891706,0,1,0,6,Likely
52,1,0,13,9261548.837477282,1,0,45.53762746584531,168.082395391193,1,1,0,6,More Likely
47,1,1,9,6328386.546051474,1,0,48.39306556420411,151.77422964195387,3,1,0,7,More Likely
49,1,0,33,16195607.45908923,1,0,77.71741852480443,164.56333772703277,0,0,0,9,More Likely
52,1,0,2,5280207.847422462,1,0,49.96649863066803,164.20481817353743,1,0,4,5,More Likely
40,1,0,11,15859149.003808202,1,0,45.49220024703056,156.85058928801146,1,0,5,3,Likely
35,1,1,30,4032047.981531075,1,0,110.77552678328315,184.2982648521772,1,1,0,8,More Likely
50,1,1,25,5837104.326240826,1,0,48.59164252726089,152.22348627867242,1,1,0,7,More Likely
45,0,1,24,4351331.7382057,1,0,70.6251463657362,183.1726534842605,2,1,0,3,Likely
45,1,1,25,9444284.25490934,1,1,53.79505666011972,158.98000903685664,4,0,0,9,More Likely
38,1,1,1,11174489.292886682,1,0,46.01613257042519,174.76992951667836,4,1,0,5,Likely
34,0,0,13,11119045.735883174,1,0,51.47327087194887,146.5407210808584,0,0,0,7,Likely
27,1,0,29,14865859.660521075,1,0,57.68586822726874,171.7207998598058,2,1,0,7,Likely
26,0,0,24,6553907.5823833225,1,0,51.0644424400646,164.88510673668475,3,0,5,3,Less Likely
29,0,0,14,9728851.4562478,1,1,47.561202997657055,174.2098608774642,1,0,0,5,Likely
42,1,0,14,6048869.382021825,1,0,61.03423903290613,178.62965805559762,0,1,3,7,Likely
22,1,0,2,10029171.4604499,1,1,72.32012259252352,181.12466417964967,4,0,0,2,Likely
31,1,1,12,6842865.1882500015,1,1,42.53998401890799,165.08558688090403,0,1,0,7,More Likely
37,1,1,27,4377081.772475809,1,0,56.10481300774942,181.5529256090305,2,0,0,9,Likely
28,1,0,14,7674548.434313007,1,0,61.22042169866575,181.24858221480216,2,1,3,2,Likely
39,1,0,13,9135990.35803097,1,0,57.42663705785462,168.0247497651698,3,0,0,9,Likely
44,1,1,19,7989129.13415498,1,0,68.50037064766263,178.94652711061312,0,0,0,10,More Likely
58,1,0,25,9202905.479557458,1,0,49.159365452615546,166.6450355343239,0,0,0,5,Likely
41,1,1,12,14076362.111992463,1,1,49.68220821667771,166.40069918208866,1,0,4,9,More Likely
44,1,0,8,6612434.076539227,1,0,66.00105245871809,162.1499987941734,1,0,4,5,Likely
51,0,1,27,4418629.787827468,1,0,58.083356805287,170.97298469939915,4,0,0,10,More Likely
52,1,1,27,5480770.3507683175,1,0,66.48220049852658,167.71071407329762,3,1,5,7,More Likely
41,1,1,6,5556666.325858545,1,0,50.8641980614346,166.5681890316586,4,1,0,3,More Likely
49,1,1,20,7437882.15134969,1,0,52.793153034972256,175.53988885202773,3,0,0,4,Likely
32,0,0,9,6357469.160637022,1,0,51.36107581497715,176.0703091548426,2,1,5,9,Likely
53,0,1,28,4234645.969658932,1,0,46.01491297713828,176.80024333507723,2,1,0,1,Likely
39,1,1,8,4096520.1804872,1,0,57.28606734743123,195.32665427950064,2,1,5,5,Less Likely
33,1,0,17,7619847.790046751,1,1,78.48860595480843,171.04362191697012,3,0,0,5,Likely
40,1,0,6,13624833.33346838,1,1,66.97951825253136,182.8695695681205,2,1,0,1,More Likely
24,1,0,11,12536921.115191383,1,1,49.04163237471764,147.1833019441553,4,1,0,4,More Likely
53,0,0,26,6433360.419920389,1,0,50.93602908591802,161.39774872755237,4,0,0,7,Likely
36,1,1,13,9570985.600034444,1,0,50.36956662105583,171.8544382697482,4,0,5,7,Likely
45,0,1,6,11958457.86319797,1,0,53.54225140573591,168.28280803200033,3,1,0,10,Likely
19,1,0,12,12673254.872697776,0,0,50.16934999344986,170.7374936088126,0,1,5,8,Likely
32,1,1,25,3376229.0147210485,1,0,103.96366753168236,175.2808545721453,4,0,0,4,Likely
48,1,1,10,16617762.44152277,1,0,48.67488956801309,149.96272409858122,1,1,0,8,More Likely
32,1,0,7,14973665.25007139,1,1,52.25113885143607,166.65995336200146,0,1,0,5,More Likely
35,1,0,22,5135071.702561076,1,0,57.23518958879524,158.64867992715094,3,1,0,7,Likely
33,1,1,27,9421705.111306028,1,0,54.51895378499831,182.83191977759583,3,1,0,1,Likely
22,1,0,21,7837797.726923912,1,0,47.85942595098037,170.66315423252644,1,1,0,10,Likely
40,0,0,28,3492960.1417572694,1,0,46.375894280183374,158.08770667120498,1,1,0,7,Likely
33,1,0,22,9479424.444312053,1,0,47.89585477297598,159.51531620263555,2,1,5,7,Likely
57,1,1,26,7931427.590630581,1,0,47.19759690374533,155.60720128932346,4,0,0,5,Likely
24,1,0,23,7483250.462570967,1,0,53.93515923459662,175.87755094116295,2,0,0,6,Likely
42,1,0,21,10657600.979884095,1,0,47.28985696049593,166.9152432731296,4,0,0,7,Likely
41,0,1,22,8475242.100056604,1,0,43.93745784010645,165.49887783043923,2,1,5,6,Likely
37,0,1,15,5904904.78585464,1,1,46.87455261191429,160.88084074815455,0,1,0,9,More Likely
31,0,1,2,6886281.840012338,1,1,66.68363542584856,169.4903291277149,2,0,4,8,More Likely
25,1,1,6,6035488.076096681,1,0,53.257038861758986,145.25661143433285,1,1,0,9,More Likely
36,1,1,21,4822067.241799928,1,1,96.96080288116195,183.4819520172668,2,0,5,9,More Likely
41,0,0,22,10267140.018429153,1,0,53.0937120295272,160.97071899551128,2,1,0,5,Likely
44,1,0,23,10775207.774425654,1,0,51.09557960460328,173.59883590966527,3,0,0,3,Likely
60,1,0,8,4264689.991091833,1,0,81.05966374193909,182.97156954575536,1,0,0,10,Likely
39,0,1,21,11562621.025835045,1,0,44.12774005529944,160.25838877607976,0,0,0,4,More Likely
54,0,0,16,5355603.741678698,1,0,52.32551265283712,178.7673407624542,2,1,2,2,Likely
48,1,1,27,2761470.4208466816,1,0,66.99170635541974,170.60953493167509,2,0,5,2,Likely
52,1,1,24,6836758.266455085,1,0,54.02211296268918,162.98976027208107,3,1,5,2,More Likely
47,1,1,11,11337547.800163643,1,1,44.05000544283399,176.81909174960114,4,1,0,5,More Likely
40,0,0,4,21778158.4280947,1,0,51.567349887493656,157.7115436083273,2,0,0,8,Likely
30,1,0,14,8008573.365705039,1,0,46.61565754991,186.1430578857744,4,0,3,9,Likely
19,1,0,26,9699702.695460694,0,0,53.64057350204356,167.6836434909709,1,1,0,10,Likely
56,1,1,2,5746934.1729218885,1,0,63.18778785842084,175.5990855220925,3,1,5,3,More Likely
40,1,1,26,7385498.721891709,1,0,52.25275752181662,170.3006023864161,4,0,0,10,Likely
33,1,1,26,3720782.303549502,1,0,76.34568424386174,175.2770890606635,2,0,4,9,Likely
42,1,1,23,12805169.684621742,1,0,50.40627124711411,163.2848946818743,4,1,3,8,More Likely
44,1,1,11,5305947.923220042,1,0,47.64542568308151,159.78252181028682,1,0,1,9,More Likely
29,1,2,1,7126846.862260838,1,0,48.19775318979433,149.53240277686223,4,1,0,6,More Likely
41,1,1,11,8518788.399552502,1,0,85.1963887188026,186.658218838042,3,1,4,3,More Likely
41,1,1,10,5438135.480214175,1,0,71.69794570617424,182.40007201257265,0,1,3,9,More Likely
47,1,0,31,5340071.099630626,1,0,62.820174401083975,145.61225423534114,1,0,4,1,Likely
49,1,1,28,14796587.276301151,1,0,48.44734976501361,150.7139977767305,4,0,0,9,More Likely
38,1,1,19,13453180.58634284,1,0,69.04269654571685,178.68122963536447,1,0,5,6,Likely
49,0,1,29,3802254.1633687983,1,0,46.09076714319672,161.47739688928857,1,1,5,9,More Likely
20,0,0,19,10323185.572166529,1,0,53.84317152614726,156.39863993581469,0,0,2,3,Less Likely
56,1,0,15,3503251.1949880766,1,0,73.48194870815063,165.8835058689907,1,0,3,2,Likely
43,1,0,21,3447820.5914082406,1,0,44.96657612132391,181.48387515323765,1,0,0,1,Likely
37,0,0,16,8937573.452105809,1,0,55.30057490296976,176.81201171642095,0,1,5,5,Likely
42,1,1,0,4886187.511386217,1,1,52.2195010290711,157.33046894478747,0,1,5,9,More Likely
37,1,1,24,5160037.775513699,1,0,46.62215412308896,156.6439418045278,1,1,2,4,Likely
37,0,1,26,3842753.495327284,1,0,55.7668857633762,163.14097854240438,4,0,0,5,Likely
33,1,1,21,4280993.042848615,1,0,50.13134476628212,144.61544845258186,1,0,0,8,Likely
38,1,1,25,8493615.368499465,1,0,63.14670247419628,156.10415413112375,4,1,0,1,Likely
60,1,1,3,12386327.081979798,1,0,50.38910591769164,167.10782221241857,3,1,0,9,More Likely
36,1,1,4,4442772.173819659,1,0,74.13262438071442,172.87345308309335,3,1,0,3,Likely
27,0,0,7,5241593.507676474,1,1,58.41869952741538,164.8961987667172,3,0,0,10,Likely
75,1,0,31,3885216.027370651,1,0,89.22884983086627,170.57176346469657,2,0,0,3,Likely
44,1,1,2,17499016.846643686,1,0,57.61724462454872,163.03367611960994,2,0,0,3,Likely
30,1,0,7,7162043.383550717,1,0,62.04436566548982,183.37634901319657,2,1,5,10,Likely
33,1,1,6,4735132.831194554,1,0,53.79135304375906,160.21431054722078,3,0,5,7,Likely
49,0,1,3,6056137.373163746,1,1,48.47183213306919,157.24842074330525,4,1,0,6,More Likely
45,1,0,16,3438222.323480369,1,0,84.17734556011933,175.8177138291352,3,1,5,8,More Likely
20,1,1,29,5205118.417989336,1,0,48.44485805770843,165.25123932574417,3,1,0,3,Likely
49,1,0,10,17857745.592938602,1,0,50.83249705369784,170.42808636774228,1,1,0,7,Likely
32,1,1,8,9768469.420069546,1,0,48.49918374323961,168.8769087742896,0,0,0,4,Likely
32,0,1,29,4555415.093248389,1,0,59.58462581848938,169.49196976122397,2,0,0,9,Likely
32,1,0,9,7773440.793908157,1,0,54.53668772401869,165.06260332863826,4,0,5,5,Likely
36,1,0,21,12135388.077734487,1,0,54.017088666122426,151.41783513973752,2,0,0,3,Likely
54,0,1,9,8204492.685090164,1,0,59.372065967228615,166.97096180771575,4,0,0,1,Likely
34,1,0,4,11820432.309819806,1,0,52.97544818613024,165.1274074679113,0,0,0,8,Likely
38,1,1,33,12582137.26816544,1,1,66.79987492102211,166.66007077002408,1,1,5,2,More Likely
51,1,1,1,16468122.898844516,1,0,50.05194842181115,170.93335037395428,4,0,4,9,More Likely
30,1,0,12,9488533.510753486,1,0,43.85435232922194,160.3512732164155,4,0,0,6,Likely
48,1,0,6,6836246.137698753,1,1,55.38006691249224,164.21050745176277,1,0,5,7,More Likely
39,1,0,20,6545087.785698304,1,0,59.58086857068435,165.4687012287583,4,1,0,7,Likely
31,1,1,1,5421365.362665984,1,0,48.86595345443925,169.90147518195454,1,1,0,1,Likely
51,1,1,5,20125427.786099978,1,0,52.55350054698069,168.62127526067692,1,0,0,8,More Likely
20,1,0,30,6634211.509221758,1,0,51.502899598863024,181.39438065487863,1,1,0,7,Likely
28,1,0,22,7595125.923164907,1,0,43.61214672814194,159.42814351866673,1,1,0,7,Likely
44,1,1,8,8824154.717140486,1,0,51.14689115108858,161.99016251439164,1,0,0,1,Likely
35,1,0,30,3986288.945580984,1,0,52.13380783995206,157.3184778285979,0,1,0,1,Likely
20,0,0,2,5999754.876349497,1,0,59.75577775717083,164.16855800279146,4,0,0,4,Likely
45,1,0,26,5987546.661010611,1,1,65.96927897580886,174.2395833609929,1,1,0,3,More Likely
36,1,0,6,14050628.529246377,1,0,60.49030662276791,168.71136259689902,0,1,3,1,Likely
27,1,0,14,6367041.594565688,1,1,54.06488918069104,157.3583596215668,1,1,0,7,More Likely
50,1,0,8,6664696.396419304,1,0,47.35463272419926,156.18077854406502,3,1,5,8,More Likely
33,0,0,5,15263539.760428084,1,0,60.00943452835375,160.74082630473595,1,1,0,4,Likely
51,1,1,16,16788363.341575034,1,1,52.51711830205386,175.68378738112702,2,0,0,6,More Likely
17,1,0,21,5448013.002010316,0,0,47.79943324609268,156.3296739964671,0,1,0,5,Likely
41,1,0,12,14848700.827163275,1,0,62.20552600478069,156.5453750520313,0,0,0,1,Likely
50,1,0,18,8800020.768317327,1,0,52.465291061458096,159.3910977908203,2,1,0,2,Likely
43,1,0,24,7524082.255741566,1,0,45.70498834015099,162.005747684938,4,1,0,3,Likely
34,1,0,4,8628960.12372216,1,0,50.70914478453582,167.62236544744147,3,0,0,4,Likely
47,1,1,30,5001677.148368316,1,0,60.833075496546805,163.5068096761653,0,0,0,6,Likely
40,1,1,16,15918896.87926475,1,1,55.664545142298905,163.28582452999183,0,0,5,5,More Likely
41,0,0,23,8377260.532625325,1,0,51.68392286843777,136.8171276917846,0,0,0,4,Likely
38,0,0,18,8366378.677179349,1,0,58.749579783556925,171.393691036549,4,1,5,8,Likely
64,0,0,5,13760227.046346713,1,0,52.46719435039006,182.134495253449,3,0,3,7,Likely
38,0,0,32,16330221.149814378,1,0,52.63342013521309,181.34879758746405,0,0,5,9,Likely
30,0,0,4,8801211.827040091,1,1,59.12534472141974,179.31882924219326,2,1,3,9,More Likely
